,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.96779,0.98739,0.98582,1.0336,0.95039,0.98118,0.97547,0.97454,0.96168,0.98982,0.98601,0.95931,0.95153,0.94001,0.98084,0.95944,0.98847,0.9417,0.97319,0.96947,0.97314,0.94338,0.95449,0.9653,0.95549,0.91513,0.95076,1.0099,0.94805,0.95528,0.996,0.97963,0.96076,0.99357,0.9876,0.98821,0.96651,0.93511,0.97505,1.0045,0.99052,0.98512,0.98218,0.98755
1,0.969144906,0.994597947,0.9845285758,1.028245952,0.968352371,0.993248514,0.980444897,0.997539144,0.972450816,1.002093768,0.990644247,0.976961304,0.989210588,0.944428047,0.988000132,0.9786288,0.994203126,0.95789724,0.982532624,0.977128813,0.986180076,0.976492638,0.965848431,0.99049433,0.976319682,0.919522624,0.971961948,1.006607726,0.96227075,0.971424232,0.9970956,0.994030561,0.970175448,1.000028205,0.98888388,0.99216284,0.973372221,0.962882767,0.982362875,1.05080745,1.000028992,0.992212864,0.995537648,0.989821365
2,0.9705017088684,0.994597947,0.99742590014298,1.0594018043456,0.976099189968,0.9946390619196,0.9860334329129,1.0109061685296,1.0095984371712,1.0021939773768,0.9918330200964,0.9891733203,1.003554141526,0.9570833828298,0.9915569324752,0.99369968352,0.9913199369346,0.97082885274,0.9958950676864,0.9809396153707,0.989631706266,0.97039932393888,0.9702913337826,0.99049433,0.9888165739296,0.9620965214912,0.9778909158828,0.9967429702852,0.96515756225,0.9775442046616,1.01982937968,0.98744013838057,0.9982135184472,0.99681811446195,0.9839196829224,0.99613149136,0.9771683726619,0.9698155229224,0.9828540564375,1.0405200450645,1.0024290615808,0.98654732854656,1.0022077502416,0.9911081327745
3,0.892075465774745,0.94234177086462,0.957478992842253,0.973749168464258,0.894204467929685,0.93549782329786,0.930855002007094,0.928476879547696,0.929355553384833,0.983613301036234,0.974347003952101,0.890166962671173,0.922768033133157,0.8640740196864,0.938865597083468,0.918297751534502,0.933684595801222,0.921365122692897,0.948978451047694,0.893155329191176,0.921455978021335,0.886770310201827,0.880529682494372,0.9211002972402,0.894246156798973,0.87127460986243,0.881118830847038,0.934237218618615,0.876392021249867,0.885801681054109,0.92909515976987,0.916137085988109,0.972649270239767,0.948582085903136,0.931830974908488,0.956834104025848,0.886604407883596,0.945482851452277,0.935038206591816,0.936343178152642,0.966882927057145,0.945437901366025,0.953209813332288,0.957370811934856
4,0.872467647037016,0.945922669593906,0.966479295374971,1.04337223400945,0.874478317367156,0.93549782329786,0.907443998706616,0.936926019151581,0.920972766293302,0.988137922221001,0.991787815322843,0.877508788461989,0.933564419120815,0.90537675782741,0.920905098211261,0.900023626278966,0.927923761845129,0.935830555119176,0.975739643367239,0.877891304615299,0.921455978021335,0.874577218436552,0.881146053272118,0.930587630301774,0.874778417965459,0.907606761093694,0.850561629793263,0.921073816208279,0.902070307472488,0.898114324420761,0.914471201955092,0.918519042411678,0.99326943476885,0.948582085903136,0.932203707298452,0.948978496031796,0.875947422900835,0.915359767805008,0.929839394163165,0.967242503031679,0.974037860717368,0.926302238242377,0.971034836841602,0.957045305858798
5,0.837455520361421,0.940521451150524,0.94843512693032,1.04942379296671,0.846984719069132,0.901894741485001,0.890166264971242,0.906625831692219,0.917380972504758,0.971873172021243,0.994168106079618,0.826876531367732,0.910225308642794,0.847586559375286,0.899346709862135,0.856615486783531,0.910636542161954,0.860149938126688,0.997205915521318,0.847358245040779,0.916636763256284,0.82318706108122,0.865972718234772,0.848565636566976,0.834451132897252,0.87753774909866,0.791991955965699,0.894758737279208,0.860331514345736,0.880385547656695,0.868528168768869,0.910730000932027,0.985869577479822,0.93571931281829,0.929313875805826,0.933263412137509,0.840182489623794,0.836565598992353,0.925683012071256,0.944086717509101,0.959816907950894,0.888027429758202,0.962130447387764,0.959629328184617
6,0.866850209126106,0.963940435284172,0.965791489753145,1.06401078368894,0.895432244999887,0.915332973133128,0.925861932196589,0.941802913961877,0.946094996944157,0.991699384730476,1.00112728282218,0.868054982629845,0.938988428395907,0.881744297718111,0.928125804577724,0.882485274484394,0.927938636463031,0.893695785713629,0.999898371493226,0.87023691765688,0.952477260699604,0.878916825116419,0.916545524979682,0.9337616264783,0.86223835562273,0.91044541468986,0.839511473323641,0.912832863772248,0.900767095519986,0.93356083473516,0.915254984248634,0.935866148957751,1.00923468646609,0.961451593920793,0.961932792846611,0.945022531130442,0.869840931507514,0.869024344233256,0.967801589120498,0.999410199155134,0.97162265591869,0.914224238936069,0.975504060606454,0.988418208030156
7,0.861250356775152,0.936911545478804,0.948397585022691,1.09593110719961,0.872715128944239,0.893822648264499,0.905798504125889,0.929681910459187,0.92334141226765,0.994872822761614,0.990635468898199,0.849973397341665,0.913851708167748,0.859727142604089,0.934158622307479,0.862496983017322,0.91352774943876,0.868958286365075,0.971751232335691,0.858784599820515,0.947657725760464,0.847557072796265,0.899479447304561,0.889594701545876,0.837207576159002,0.892282028666797,0.818288623278019,0.898026714721862,0.88563420831525,0.935894736821997,0.919739733671452,0.91129966254761,1.00228105947634,0.945376123270437,0.949533479146818,0.923409865843488,0.852339731965582,0.833107568086095,0.966243428562014,0.974974619785791,0.955037057182158,0.925560619498876,0.95769135645978,0.967127679829186
8,0.873824611984069,0.945905896315401,0.95674348377089,1.11445234291129,0.900205655505983,0.908570721960863,0.921921717499329,0.945393534745948,0.942546913642817,1.01098976249035,0.989466519044899,0.892047080510078,0.930026883402318,0.894975955450857,0.955737686482781,0.893891873199153,0.922206263058429,0.90667107599332,0.981177219289348,0.874070965697321,0.9621568889646,0.865016748495868,0.922865912934479,0.911656650144214,0.858054044805362,0.913250656340467,0.847992500303011,0.914460603601272,0.918402674022914,0.972113863137008,0.958920646325856,0.929252265899798,1.01390751976627,0.951804680908676,0.962731994506959,0.929319688984887,0.881234048879216,0.860933360860171,0.979191090504745,1.02898821372192,0.959812242468069,0.939721696977209,0.964395195954999,0.981537882258641
9,0.862622180458433,0.931490290455554,0.945147752747587,1.0961976135344,0.89064547144451,0.903191983286855,0.904368327998142,0.936913354739276,0.931764176950743,1.00659195702352,0.983638561247725,0.890691168947703,0.926436979632384,0.889471853324834,0.947355866972328,0.891040358123648,0.913555968310941,0.914287113031664,0.967774338473855,0.870251275577223,0.943558396300914,0.858044713502991,0.914652406309362,0.89273065808722,0.849713759489853,0.89445595783298,0.842048072875887,0.902947544601932,0.923178367927834,0.964405000202332,0.948525946519684,0.91847293961536,1.01076440645499,0.9389457996696,0.941648163827257,0.919496779872316,0.874386860319424,0.862052574229289,0.955798215352587,1.01998456685186,0.950329297512484,0.939721696977209,0.951028678539062,0.970731150174973
